Model Name : DAVINCI2C-2
Lot No : DAVINC2C 2
Test Start Time : 2020-12-17 19-23-31
Channel Serial : PM16113017,PM16113018,PM16113009,PM16114002,TPSPMP-017,PM16114028,PM16113011,PM16113012,PM16113001,PM16113002,PM16112015,PM16112013,PM16114019,PM16114020,PM16912005,PM16912006,PM16114003,PM16114004,PM16114007,PM16113019,PM16113013,PM16114032,PM16912003,PM16114023,PM16113013,PM16113020,PM16114025,PM16114026,PM19612005,PM16114006,PM16113015,PM16113016,PM16113009,PM16114007,PM19612005,PM19612006,PM16114037,PM16114038,PM20706001,PM20706002


,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Count,Total Result,Serial Number,Contact,,,Wake up,,Impedance,,,,,,,,,,,,,,,,Consumption Current,,,,OVP U1,,,,UVP U1,,,,ODCP U1,,,,OCCP U1,,,,OVP U2,,,,UVP U2,,,,ODCP U2,,,,OCCP U2,,,,Sensing Resistor,,,Step Result,Temperature,Test Time,Test Channel
13,OK,,OK,4,5,OK,3900,OK,1.5600,300,5.2,1.0800,300,3.6,0.0300,300,0.1,2.7000,300,9.0,5.3700,300,17.9,OK,3.25,0,0.23,OK,1015.03,4444,4235,OK,125.82,2493,2497,OK,15.57,10174,OK,OK,8.15,10608,OK,OK,1045.70,4480,4373,OK,129.33,2304,2307,OK,32.64,11163,OK,OK,33.32,11676,OK,OK,0.507,0.509,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:23:55,13
14,NG,,OK,5,4,OK,3899,OK,1.3500,300,4.5,1.1100,300,3.7,0.0300,300,0.1,2.5500,300,8.5,5.0400,300,16.8,OK,3.19,0,0.26,OK,1024.63,4443,4234,OK,127.39,2494,2498,OK,15.71,10112,OK,OK,8.29,10777,OK,OK,1061.54,4480,4376,OK,131.81,2292,2296,OK,33.05,10879,OK,OK,33.60,11494,OK,NG,13718.994,0.511,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-17 19:23:55,14
15,NG,,OK,5,5,OK,3900,OK,1.5000,300,5.0,1.1100,300,3.7,0.0000,300,0.0,2.5500,300,8.5,5.1600,300,17.2,OK,3.24,0,0.26,OK,1014.87,4443,4236,OK,125.21,2507,2511,OK,15.57,10104,OK,OK,8.01,10649,OK,OK,1028.15,4477,4372,OK,127.33,2297,2301,OK,32.08,11039,OK,OK,32.76,11632,OK,NG,10305.614,0.509,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-17 19:23:55,15
16,OK,,OK,4,3,OK,3899,OK,1.4100,300,4.7,1.1100,300,3.7,0.0000,300,0.0,2.5500,300,8.5,5.0700,300,16.9,OK,3.18,0,0.24,OK,1040.91,4443,4236,OK,128.86,2489,2493,OK,15.99,10020,OK,OK,8.43,10625,OK,OK,1072.21,4478,4376,OK,132.75,2305,2308,OK,33.43,10925,OK,OK,33.88,11531,OK,OK,0.511,0.512,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:23:55,16
17,NG,,NG,2,2503,NG,0,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.020,XOXXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-17 19:23:55,17
18,NG,,OK,2,3,OK,3896,OK,1.3200,300,4.4,1.2000,300,4.0,0.2100,300,0.7,2.5200,300,8.4,5.2500,300,17.5,OK,3.29,0,0.24,OK,1116.95,4448,4240,OK,138.56,2507,2510,OK,17.11,10128,OK,OK,9.13,10808,OK,OK,1063.48,4484,4379,OK,131.60,2305,2308,OK,33.05,10789,OK,OK,33.46,11435,OK,NG,0.522,20483.662,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-17 19:23:55,18
19,NG,,OK,5,5,OK,3899,OK,1.3800,300,4.6,1.1400,300,3.8,0.0300,300,0.1,2.4900,300,8.3,5.0400,300,16.8,OK,3.18,0,0.27,OK,1063.13,4441,4236,OK,131.51,2500,2503,OK,16.36,10076,OK,OK,8.43,10855,OK,OK,1002.40,4480,4376,OK,123.81,2300,2304,OK,31.37,10896,OK,OK,31.88,11671,OK,NG,0.506,10961.670,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-17 19:23:55,19
20,OK,,OK,3,3,OK,3898,OK,1.1100,300,3.7,0.9300,300,3.1,0.0000,300,0.0,2.4000,300,8.0,4.4400,300,14.8,OK,3.18,0,0.24,OK,1069.85,4442,4233,OK,132.26,2498,2501,OK,16.26,9947,OK,OK,8.57,10544,OK,OK,1043.80,4484,4374,OK,129.14,2306,2309,OK,32.49,10955,OK,OK,32.90,11481,OK,OK,0.503,0.501,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:23:55,20
21,OK,,OK,4,4,OK,3907,OK,1.4700,300,4.9,1.1100,300,3.7,0.0600,300,0.2,2.5500,300,8.5,5.1900,300,17.3,OK,3.19,0,0.24,OK,1098.50,4442,4234,OK,136.19,2496,2499,OK,16.83,10021,OK,OK,8.85,10621,OK,OK,1018.98,4475,4372,OK,126.06,2297,2300,OK,31.80,10982,OK,OK,32.20,11608,OK,OK,0.507,0.504,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:23:55,21
22,OK,,OK,6,6,OK,3900,OK,1.4400,300,4.8,1.1100,300,3.7,0.0000,300,0.0,2.6400,300,8.8,5.1900,300,17.3,OK,3.30,0,0.25,OK,1048.57,4447,4237,OK,130.02,2498,2502,OK,16.13,10128,OK,OK,8.57,10754,OK,OK,1021.74,4481,4377,OK,126.36,2304,2307,OK,31.80,11092,OK,OK,32.34,11586,OK,OK,0.511,0.508,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:23:55,22
23,OK,,OK,2,2,OK,3900,OK,1.3500,300,4.5,1.1700,300,3.9,0.1200,300,0.4,2.6700,300,8.9,5.3100,300,17.7,OK,3.18,0,0.23,OK,1018.79,4446,4238,OK,126.01,2516,2519,OK,15.57,10014,OK,OK,8.15,10468,OK,OK,1015.57,4479,4375,OK,125.66,2301,2305,OK,31.66,10933,OK,OK,32.06,11439,OK,OK,0.495,0.505,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:23:55,23
24,NG,,OK,4,4,OK,3895,OK,1.3200,300,4.4,1.1400,300,3.8,0.0600,300,0.2,2.6400,300,8.8,5.1600,300,17.2,OK,3.31,0,0.31,OK,1015.54,4444,4235,OK,125.56,2498,2502,OK,15.57,9974,OK,OK,8.15,10548,OK,OK,1033.89,4482,4375,OK,127.74,2303,2307,OK,32.21,11117,OK,OK,32.62,11703,OK,NG,12721.325,0.501,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-17 19:23:55,24
25,NG,,OK,5,5,OK,3892,OK,1.5600,300,5.2,1.2600,300,4.2,0.1800,300,0.6,2.7300,300,9.1,5.7300,300,19.1,OK,3.29,0,0.27,OK,1064.48,4443,4235,OK,131.54,2503,2507,OK,16.26,10057,OK,OK,8.57,10564,OK,OK,1004.44,4477,4373,OK,123.98,2304,2307,OK,31.24,11117,OK,OK,31.78,11672,OK,NG,10327.231,0.507,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-17 19:23:55,25
26,OK,,OK,6,6,OK,3899,OK,1.2000,300,4.0,1.0800,300,3.6,0.0000,300,0.0,2.5800,300,8.6,4.8600,300,16.2,OK,3.18,0,0.26,OK,1050.29,4443,4234,OK,130.06,2497,2500,OK,16.13,10118,OK,OK,8.43,10705,OK,OK,1037.56,4478,4372,OK,128.50,2307,2310,OK,32.35,11086,OK,OK,33.14,11738,OK,OK,0.508,0.507,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:23:55,26
27,OK,,OK,6,5,OK,3899,OK,1.5000,300,5.0,1.1100,300,3.7,0.0600,300,0.2,2.5800,300,8.6,5.2500,300,17.5,OK,3.06,0,0.27,OK,1068.17,4446,4240,OK,132.47,2518,2521,OK,16.40,10146,OK,OK,8.71,10802,OK,OK,1054.15,4478,4385,OK,130.49,2309,2312,OK,32.92,11120,OK,OK,33.32,11696,OK,OK,0.511,0.513,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:23:55,27
28,NG,,OK,4,4,OK,3901,OK,1.2600,300,4.2,1.1100,300,3.7,0.0300,300,0.1,2.5800,300,8.6,4.9800,300,16.6,OK,3.25,0,0.31,OK,1013.96,4442,4234,OK,125.15,2498,2502,OK,15.52,9964,OK,OK,8.15,10678,OK,OK,1110.94,4476,4371,OK,137.06,2301,2305,OK,34.60,10994,OK,OK,35.00,11570,OK,NG,0.522,12704.349,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-17 19:23:55,28
29,NG,,OK,6,6,OK,3891,OK,1.4400,300,4.8,1.0800,300,3.6,0.0300,300,0.1,2.6100,300,8.7,5.1600,300,17.2,OK,3.27,0,0.29,OK,1024.54,4444,4235,OK,127.20,2507,2511,OK,15.71,10122,OK,OK,8.29,10667,OK,OK,1062.16,4477,4370,OK,131.49,2297,2301,OK,33.05,11029,OK,OK,33.46,11565,OK,NG,0.520,9170.471,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-17 19:23:55,29
30,OK,,OK,6,6,OK,3900,OK,1.3500,300,4.5,1.1700,300,3.9,0.0600,300,0.2,2.6400,300,8.8,5.2200,300,17.4,OK,3.23,0,0.25,OK,1063.94,4445,4238,OK,131.62,2495,2498,OK,16.26,10087,OK,OK,8.57,10594,OK,OK,1035.11,4478,4373,OK,128.34,2295,2298,OK,32.21,10937,OK,OK,32.62,11493,OK,OK,0.509,0.504,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:23:55,30
31,OK,,OK,2,2,OK,3900,OK,1.5300,300,5.1,1.1400,300,3.8,0.0300,300,0.1,2.6100,300,8.7,5.3100,300,17.7,OK,3.29,0,0.24,OK,1060.08,4444,4234,OK,131.67,2511,2515,OK,16.26,10087,OK,OK,8.57,10664,OK,OK,1014.39,4480,4376,OK,125.43,2299,2303,OK,31.52,10924,OK,OK,32.06,11479,OK,OK,0.514,0.502,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:23:55,31
32,OK,,OK,3,3,OK,3899,OK,1.2900,300,4.3,1.0500,300,3.5,0.0000,300,0.0,2.5500,300,8.5,4.8900,300,16.3,OK,3.28,0,0.26,OK,1079.76,4444,4233,OK,133.68,2499,2502,OK,16.55,10094,OK,OK,8.71,10562,OK,OK,1055.54,4479,4374,OK,130.51,2306,2309,OK,32.92,11160,OK,OK,33.32,11696,OK,OK,0.506,0.510,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:23:55,32
33,OK,,OK,4,4,OK,3893,OK,1.2300,300,4.1,1.1700,300,3.9,0.0600,300,0.2,2.6700,300,8.9,5.1300,300,17.1,OK,3.28,0,0.20,OK,1010.61,4443,4237,OK,125.46,2507,2511,OK,15.42,9945,OK,OK,8.15,10548,OK,OK,1016.40,4481,4377,OK,125.74,2305,2309,OK,31.66,10933,OK,OK,32.06,11559,OK,OK,0.512,0.510,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:23:55,33
34,NG,,OK,4,5,OK,3892,OK,1.7100,300,5.7,1.1400,300,3.8,0.0600,300,0.2,2.6700,300,8.9,5.5800,300,18.6,OK,3.17,0,0.27,OK,1017.01,4442,4234,OK,126.05,2496,2499,OK,15.57,10074,OK,OK,8.15,10638,OK,OK,1087.15,4475,4371,OK,133.84,2302,2305,OK,33.89,10921,OK,OK,34.30,11437,OK,NG,10961.685,0.498,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-17 19:23:55,34
35,NG,,OK,3,3,OK,3900,OK,1.3800,300,4.6,1.1100,300,3.7,0.0300,300,0.1,2.7000,300,9.0,5.2200,300,17.4,OK,3.20,0,0.21,OK,1042.12,4442,4234,OK,129.50,2496,2499,OK,15.85,9981,OK,OK,8.29,10527,OK,OK,1080.85,4478,4374,OK,133.64,2299,2303,OK,33.57,10894,OK,OK,34.02,11519,OK,NG,16510.859,0.512,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-17 19:23:55,35
36,OK,,OK,2,1,OK,3900,OK,1.3800,300,4.6,1.0800,300,3.6,0.0300,300,0.1,2.5500,300,8.5,5.0400,300,16.8,OK,3.32,0,0.23,OK,1072.99,4447,4236,OK,133.72,2506,2510,OK,16.40,9976,OK,OK,8.57,10634,OK,OK,1056.63,4477,4373,OK,130.62,2312,2316,OK,32.78,10902,OK,OK,33.28,11517,OK,OK,0.525,0.511,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:23:55,36
37,OK,,OK,3,3,OK,3899,OK,1.3200,300,4.4,1.0800,300,3.6,0.0000,300,0.0,2.5800,300,8.6,4.9800,300,16.6,OK,3.30,0,0.24,OK,1036.24,4443,4235,OK,127.99,2504,2508,OK,15.85,9991,OK,OK,8.29,10577,OK,OK,1083.66,4482,4377,OK,134.16,2305,2308,OK,33.76,11022,OK,OK,34.30,11607,OK,OK,0.501,0.496,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:23:55,37
38,NG,,OK,5,5,OK,3900,NG,1.2900,300,4.3,0.0600,300,0.2,0.0300,300,0.1,0.0000,300,0.0,1.3800,300,4.6,OK,3.16,0,0.24,OK,1054.58,4444,4238,OK,130.63,2505,2508,NG,4.65,11900,NG,NG,4.65,12400,NG,OK,1145.52,4479,4374,OK,141.61,2299,2303,OK,35.71,10862,OK,OK,36.12,11498,OK,NG,0.502,9715.750,OOOOOXOOOOOOOOOOOOOOXOOOOOOOOOOOOXXXXXXXXOOOOOOOOOOOOOOOOXOX,0.0,2020-12-17 19:23:55,38
39,NG,,OK,0,0,OK,3907,OK,1.2900,300,4.3,1.0200,300,3.4,0.0000,300,0.0,2.4900,300,8.3,4.8000,300,16.0,OK,3.42,0,0.35,OK,1018.94,4444,4234,OK,126.68,2500,2503,OK,15.29,10147,OK,OK,8.01,10759,OK,OK,1039.37,4475,4369,OK,128.79,2305,2309,OK,32.04,10959,OK,OK,32.48,11555,OK,NG,0.502,4294967.297,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-17 19:23:55,39
40,OK,,OK,0,0,OK,3900,OK,1.2000,300,4.0,1.1100,300,3.7,0.0300,300,0.1,2.5200,300,8.4,4.8600,300,16.2,OK,3.34,0,0.41,OK,1026.26,4443,4244,OK,127.34,2499,2503,OK,15.29,9947,OK,OK,7.73,10682,OK,OK,1047.12,4479,4375,OK,129.85,2302,2305,OK,32.08,10969,OK,OK,32.76,11522,OK,OK,0.518,0.518,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:23:55,40
