Model Name : DAVINCI2C-2
Lot No : DAVINC2C 2
Test Start Time : 2020-12-17 19-24-36
Channel Serial : PM16113017,PM16113018,PM16113009,PM16114002,TPSPMP-017,PM16114028,PM16113011,PM16113012,PM16113001,PM16113002,PM16112015,PM16112013,PM16114019,PM16114020,PM16912005,PM16912006,PM16114003,PM16114004,PM16114007,PM16113019,PM16113013,PM16114032,PM16912003,PM16114023,PM16113013,PM16113020,PM16114025,PM16114026,PM19612005,PM16114006,PM16113015,PM16113016,PM16113009,PM16114007,PM19612005,PM19612006,PM16114037,PM16114038,PM20706001,PM20706002


,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Count,Total Result,Serial Number,Contact,,,Wake up,,Impedance,,,,,,,,,,,,,,,,Consumption Current,,,,OVP U1,,,,UVP U1,,,,ODCP U1,,,,OCCP U1,,,,OVP U2,,,,UVP U2,,,,ODCP U2,,,,OCCP U2,,,,Sensing Resistor,,,Step Result,Temperature,Test Time,Test Channel
13,OK,,OK,4,4,OK,3900,OK,1.4400,300,4.8,1.0800,300,3.6,0.0300,300,0.1,2.7000,300,9.0,5.2500,300,17.5,OK,3.24,0,0.23,OK,1015.61,4445,4235,OK,125.89,2493,2497,OK,15.57,10174,OK,OK,8.15,10608,OK,OK,1045.74,4480,4374,OK,129.33,2304,2307,OK,32.64,11153,OK,OK,33.32,11676,OK,OK,0.500,0.510,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:25:53,13
14,NG,,OK,4,4,OK,3900,OK,1.3200,300,4.4,1.0800,300,3.6,0.0300,300,0.1,2.5800,300,8.6,5.0100,300,16.7,OK,3.18,0,0.26,OK,1025.15,4443,4234,OK,127.44,2494,2497,OK,15.71,10112,OK,OK,8.29,10787,OK,OK,1062.78,4479,4376,OK,131.91,2292,2296,OK,33.05,10879,OK,OK,33.60,11494,OK,NG,13718.994,0.512,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-17 19:25:53,14
15,NG,,OK,5,5,OK,3900,OK,1.4700,300,4.9,1.0800,300,3.6,0.0000,300,0.0,2.5500,300,8.5,5.1000,300,17.0,OK,3.23,0,0.26,OK,1016.32,4442,4236,OK,125.38,2507,2511,OK,15.57,10104,OK,OK,8.15,10638,OK,OK,1029.22,4477,4372,OK,127.57,2297,2301,OK,32.08,11049,OK,OK,32.76,11632,OK,NG,10305.614,0.510,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-17 19:25:53,15
16,OK,,OK,4,3,OK,3899,OK,1.4100,300,4.7,1.0800,300,3.6,0.0000,300,0.0,2.5500,300,8.5,5.0400,300,16.8,OK,3.17,0,0.24,OK,1042.45,4442,4236,OK,128.95,2489,2493,OK,15.99,10020,OK,OK,8.43,10625,OK,OK,1073.13,4478,4376,OK,132.82,2305,2308,OK,33.37,10936,OK,OK,33.88,11521,OK,OK,0.511,0.512,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:25:53,16
17,OK,,OK,2,2,OK,3897,OK,1.5300,300,5.1,1.1400,300,3.8,0.0900,300,0.3,2.7900,300,9.3,5.5500,300,18.5,OK,3.17,0,0.24,OK,1050.65,4444,4235,OK,130.29,2503,2506,OK,16.13,10068,OK,OK,8.43,10765,OK,OK,1018.23,4480,4375,OK,126.13,2308,2311,OK,31.80,11092,OK,OK,32.48,11745,OK,OK,0.503,0.497,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:25:53,17
18,NG,,OK,2,2,OK,3896,OK,1.2900,300,4.3,1.2000,300,4.0,0.2100,300,0.7,2.5500,300,8.5,5.2500,300,17.5,OK,3.29,0,0.24,OK,1118.28,4448,4240,OK,138.63,2507,2510,OK,17.11,10138,OK,OK,9.13,10798,OK,OK,1062.96,4484,4379,OK,131.60,2305,2308,OK,33.05,10809,OK,OK,33.46,11415,OK,NG,0.522,23410.618,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-17 19:25:53,18
19,NG,,OK,5,5,OK,3899,OK,1.3500,300,4.5,1.0800,300,3.6,0.0300,300,0.1,2.5200,300,8.4,4.9800,300,16.6,OK,3.17,0,0.27,OK,1065.11,4441,4236,OK,131.69,2499,2503,OK,16.30,10087,OK,OK,8.57,10844,OK,OK,1002.92,4480,4376,OK,123.82,2300,2304,OK,31.37,10906,OK,OK,31.82,11671,OK,NG,0.504,10961.670,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-17 19:25:53,19
20,OK,,OK,4,3,OK,3898,OK,1.1100,300,3.7,0.9000,300,3.0,0.0000,300,0.0,2.4000,300,8.0,4.4100,300,14.7,OK,3.18,0,0.24,OK,1070.51,4441,4233,OK,132.34,2498,2501,OK,16.26,9947,OK,OK,8.57,10544,OK,OK,1043.90,4484,4374,OK,129.19,2305,2309,OK,32.49,10965,OK,OK,32.90,11481,OK,OK,0.503,0.500,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:25:53,20
21,OK,,OK,3,4,OK,3907,OK,1.4400,300,4.8,1.1100,300,3.7,0.0600,300,0.2,2.5800,300,8.6,5.1900,300,17.3,OK,3.18,0,0.24,OK,1099.19,4442,4234,OK,136.38,2496,2500,OK,16.83,10031,OK,OK,8.85,10611,OK,OK,1018.74,4474,4372,OK,126.06,2297,2300,OK,31.80,10982,OK,OK,32.24,11607,OK,OK,0.507,0.504,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:25:53,21
22,OK,,OK,6,6,OK,3900,OK,1.4400,300,4.8,1.0800,300,3.6,0.0000,300,0.0,2.6400,300,8.8,5.1600,300,17.2,OK,3.28,0,0.25,OK,1049.71,4447,4237,OK,130.12,2498,2501,OK,16.13,10128,OK,OK,8.57,10764,OK,OK,1022.02,4480,4377,OK,126.37,2304,2307,OK,31.80,11082,OK,OK,32.34,11586,OK,OK,0.510,0.508,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:25:53,22
23,OK,,OK,2,2,OK,3900,OK,1.3500,300,4.5,1.1400,300,3.8,0.1200,300,0.4,2.6700,300,8.9,5.2800,300,17.6,OK,3.16,0,0.23,OK,1019.83,4447,4238,OK,126.17,2516,2519,OK,15.57,10014,OK,OK,8.15,10468,OK,OK,1016.15,4478,4375,OK,125.72,2301,2305,OK,31.66,10943,OK,OK,32.06,11439,OK,OK,0.496,0.505,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:25:53,23
24,NG,,OK,5,4,OK,3895,OK,1.3200,300,4.4,1.1100,300,3.7,0.0600,300,0.2,2.6700,300,8.9,5.1600,300,17.2,OK,3.30,0,0.31,OK,1017.37,4443,4235,OK,125.68,2498,2502,OK,15.57,9984,OK,OK,8.15,10548,OK,OK,1034.32,4482,4374,OK,127.89,2303,2307,OK,32.21,11117,OK,OK,32.62,11713,OK,NG,13781.855,0.504,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-17 19:25:53,24
25,NG,,OK,5,5,OK,3892,OK,1.5600,300,5.2,1.2300,300,4.1,0.1800,300,0.6,2.7300,300,9.1,5.7000,300,19.0,OK,3.28,0,0.27,OK,1065.56,4444,4235,OK,131.74,2503,2508,OK,16.26,10057,OK,OK,8.57,10554,OK,OK,1004.99,4478,4373,OK,124.05,2305,2307,OK,31.24,11127,OK,OK,31.75,11682,OK,NG,10327.231,0.507,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-17 19:25:53,25
26,OK,,OK,6,6,OK,3899,OK,1.2000,300,4.0,1.0500,300,3.5,0.0000,300,0.0,2.5800,300,8.6,4.8300,300,16.1,OK,3.16,0,0.26,OK,1051.49,4443,4234,OK,130.17,2497,2500,OK,16.13,10118,OK,OK,8.43,10705,OK,OK,1037.79,4478,4372,OK,128.68,2307,2310,OK,32.35,11106,OK,OK,33.14,11748,OK,OK,0.508,0.507,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:25:53,26
27,OK,,OK,6,6,OK,3899,OK,1.4700,300,4.9,1.1100,300,3.7,0.0600,300,0.2,2.6100,300,8.7,5.2500,300,17.5,OK,3.04,0,0.26,OK,1069.36,4446,4240,OK,132.60,2518,2522,OK,16.40,10146,OK,OK,8.71,10812,OK,OK,1055.77,4479,4385,OK,130.69,2309,2312,OK,32.92,11120,OK,OK,33.32,11686,OK,OK,0.511,0.513,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:25:53,27
28,NG,,OK,4,4,OK,3901,OK,1.2600,300,4.2,1.1100,300,3.7,0.0300,300,0.1,2.6100,300,8.7,5.0100,300,16.7,OK,3.23,0,0.31,OK,1014.74,4441,4234,OK,125.20,2498,2502,OK,15.47,9945,OK,OK,8.15,10688,OK,OK,1111.65,4476,4371,OK,137.11,2301,2305,OK,34.60,10984,OK,OK,35.00,11570,OK,NG,0.522,12704.349,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-17 19:25:53,28
29,NG,,OK,6,5,OK,3891,OK,1.4400,300,4.8,1.0500,300,3.5,0.0300,300,0.1,2.6100,300,8.7,5.1300,300,17.1,OK,3.25,0,0.29,OK,1025.84,4445,4235,OK,127.35,2507,2511,OK,15.71,10132,OK,OK,8.29,10667,OK,OK,1063.57,4477,4371,OK,131.56,2297,2301,OK,33.09,11029,OK,OK,33.46,11575,OK,NG,0.521,9170.471,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-17 19:25:53,29
30,OK,,OK,6,6,OK,3900,OK,1.3500,300,4.5,1.1100,300,3.7,0.0600,300,0.2,2.6700,300,8.9,5.1900,300,17.3,OK,3.21,0,0.25,OK,1065.43,4445,4238,OK,131.78,2495,2498,OK,16.26,10097,OK,OK,8.57,10594,OK,OK,1035.71,4478,4373,OK,128.33,2295,2298,OK,32.21,10937,OK,OK,32.62,11493,OK,OK,0.509,0.504,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:25:53,30
31,OK,,OK,2,2,OK,3900,OK,1.5000,300,5.0,1.1400,300,3.8,0.0300,300,0.1,2.6400,300,8.8,5.3100,300,17.7,OK,3.27,0,0.24,OK,1060.94,4444,4234,OK,131.74,2511,2515,OK,16.26,10087,OK,OK,8.57,10674,OK,OK,1015.17,4481,4376,OK,125.53,2299,2303,OK,31.52,10924,OK,OK,32.02,11479,OK,OK,0.513,0.503,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:25:53,31
32,OK,,OK,4,3,OK,3899,OK,1.2900,300,4.3,1.0500,300,3.5,0.0000,300,0.0,2.5500,300,8.5,4.8900,300,16.3,OK,3.26,0,0.26,OK,1080.40,4443,4233,OK,133.79,2498,2502,OK,16.55,10094,OK,OK,8.71,10562,OK,OK,1056.71,4478,4374,OK,130.64,2305,2308,OK,32.92,11160,OK,OK,33.36,11696,OK,OK,0.505,0.509,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:25:53,32
33,OK,,OK,5,4,OK,3893,OK,1.2300,300,4.1,1.1700,300,3.9,0.0600,300,0.2,2.7000,300,9.0,5.1600,300,17.2,OK,3.27,0,0.20,OK,1009.98,4444,4237,OK,125.38,2507,2511,OK,15.42,9965,OK,OK,8.15,10548,OK,OK,1016.26,4481,4377,OK,125.74,2305,2309,OK,31.66,10933,OK,OK,32.06,11559,OK,OK,0.511,0.511,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:25:53,33
34,NG,,OK,5,5,OK,3892,OK,1.7100,300,5.7,1.1400,300,3.8,0.0900,300,0.3,2.6700,300,8.9,5.6100,300,18.7,OK,3.15,0,0.27,OK,1018.01,4441,4234,OK,126.16,2495,2499,OK,15.57,10074,OK,OK,8.15,10628,OK,OK,1088.20,4475,4371,OK,133.99,2302,2305,OK,33.89,10921,OK,OK,34.30,11427,OK,NG,10961.685,0.497,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-17 19:25:53,34
35,NG,,OK,3,3,OK,3900,OK,1.3500,300,4.5,1.0800,300,3.6,0.0300,300,0.1,2.7300,300,9.1,5.1900,300,17.3,OK,3.23,0,0.24,OK,1042.49,4442,4234,OK,129.52,2496,2499,OK,15.85,9991,OK,OK,8.29,10537,OK,OK,1081.41,4479,4374,OK,133.65,2299,2303,OK,33.52,10894,OK,OK,34.02,11509,OK,NG,18345.956,0.512,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-17 19:25:53,35
36,OK,,OK,2,2,OK,3900,OK,1.3800,300,4.6,1.0800,300,3.6,0.0300,300,0.1,2.5800,300,8.6,5.0700,300,16.9,OK,3.31,0,0.23,OK,1073.75,4447,4236,OK,133.83,2505,2509,OK,16.40,9966,OK,OK,8.57,10614,OK,OK,1058.06,4477,4373,OK,130.84,2312,2316,OK,32.78,10902,OK,OK,33.22,11527,OK,OK,0.525,0.511,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:25:53,36
37,OK,,OK,3,3,OK,3899,OK,1.3200,300,4.4,1.0800,300,3.6,0.0300,300,0.1,2.6100,300,8.7,5.0400,300,16.8,OK,3.28,0,0.24,OK,1037.29,4443,4235,OK,128.08,2505,2508,OK,15.85,9991,OK,OK,8.29,10587,OK,OK,1084.74,4482,4377,OK,134.28,2305,2308,OK,33.76,11022,OK,OK,34.30,11597,OK,OK,0.501,0.496,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:25:53,37
38,NG,,OK,6,5,OK,3900,NG,1.3200,300,4.4,0.0300,300,0.1,0.0300,300,0.1,0.0300,300,0.1,1.4100,300,4.7,OK,3.15,0,0.23,OK,1054.91,4444,4238,OK,130.80,2505,2508,NG,4.65,11900,NG,NG,4.65,12400,NG,OK,1146.49,4478,4374,OK,141.69,2299,2303,OK,35.71,10872,OK,OK,36.12,11498,OK,NG,0.502,9715.750,OOOOOXOOOOOOOOOOOOOOXOOOOOOOOOOOOXXXXXXXXOOOOOOOOOOOOOOOOXOX,0.0,2020-12-17 19:25:53,38
39,NG,,OK,0,0,OK,3907,OK,1.2900,300,4.3,1.0200,300,3.4,0.0000,300,0.0,2.5200,300,8.4,4.8300,300,16.1,OK,3.42,0,0.38,OK,1019.57,4444,4234,OK,126.79,2500,2503,OK,15.29,10157,OK,OK,8.01,10779,OK,OK,1040.73,4475,4370,OK,128.83,2305,2309,OK,31.98,10970,OK,OK,32.48,11555,OK,NG,0.502,300.019,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-17 19:25:53,39
40,OK,,OK,0,0,OK,3900,OK,1.2000,300,4.0,1.0800,300,3.6,0.0300,300,0.1,2.5500,300,8.5,4.8600,300,16.2,OK,3.33,0,0.42,OK,1027.32,4444,4244,OK,127.48,2499,2503,OK,15.29,9947,OK,OK,7.87,10681,OK,OK,1047.87,4479,4375,OK,130.01,2302,2305,OK,32.08,10959,OK,OK,32.76,11512,OK,OK,0.517,0.518,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-17 19:25:53,40
